target,prediction
0.787288, 0.759061
0.7590614557266235,0.787287712097168
0.686571, 0.641253
0.6412531733512878,0.6865705847740173
1.030973, 1.066990
1.0669904947280884,1.0309727191925049
0.696744, 0.672988
0.6729879379272461,0.6967439651489258
1.539465, 1.696465
1.6964654922485352,1.5394649505615234
0.490415, 0.564089
0.5640893578529358,0.4904153347015381
1.034859, 1.025165
1.0251647233963013,1.034859299659729
0.318556, 0.279393
0.27939268946647644,0.3185562491416931
0.645889, 0.553051
0.5530509948730469,0.6458888649940491
0.759441, 0.637940
0.6379401683807373,0.7594414353370667
0.853426, 0.889605
0.8896051645278931,0.8534260988235474
0.658396, 0.593817
0.5938172340393066,0.6583963632583618
0.529774, 0.453014
0.4530143141746521,0.5297743082046509
0.400355, 0.386531
0.38653087615966797,0.40035536885261536
1.056846, 1.119902
1.1199018955230713,1.0568461418151855
0.415580, 0.352811
0.3528105914592743,0.4155804514884949
0.271630, 0.217535
0.21753457188606262,0.27162966132164
1.315019, 1.369520
1.369519829750061,1.3150194883346558
1.297497, 1.292737
1.2927370071411133,1.297497272491455
1.057378, 1.040855
1.040855050086975,1.057377576828003
0.625205, 0.675791
0.675791323184967,0.6252045631408691
0.708661, 0.685962
0.6859623193740845,0.7086608409881592
0.855620, 0.908817
0.9088171720504761,0.8556200861930847
1.042891, 1.038963
1.0389634370803833,1.0428913831710815
0.362117, 0.314092
0.31409239768981934,0.36211660504341125
0.844906, 0.868133
0.8681330680847168,0.8449059724807739
0.444457, 0.450041
0.4500407874584198,0.4444565773010254
1.807938, 1.824958
1.824958324432373,1.8079376220703125
0.902783, 0.857814
0.8578143119812012,0.9027825593948364
1.214929, 1.152881
1.152881383895874,1.2149293422698975
0.844919, 0.882914
0.8829138875007629,0.8449191451072693
0.805599, 0.791973
0.7919732332229614,0.8055990934371948
0.893906, 0.794090
0.794089674949646,0.893905520439148
0.565575, 0.494937
0.494937002658844,0.5655747652053833
1.067804, 1.046170
1.0461704730987549,1.067804217338562
0.797682, 0.841979
0.8419791460037231,0.7976819276809692
0.270310, 0.270490
0.27048954367637634,0.2703102231025696
0.891089, 0.894580
0.8945798873901367,0.8910886645317078
0.967972, 0.974317
0.9743169546127319,0.9679718613624573
1.444246, 1.370260
1.370260238647461,1.4442458152770996
0.741979, 0.749005
0.749004602432251,0.7419785857200623
0.961113, 0.907771
0.9077708721160889,0.9611126184463501
0.251426, 0.245402
0.24540197849273682,0.25142645835876465
1.124403, 1.069186
1.0691858530044556,1.1244025230407715
1.357880, 1.411096
1.4110957384109497,1.3578804731369019
1.081524, 1.089563
1.0895627737045288,1.08152437210083
0.961335, 1.007989
1.0079888105392456,0.9613354802131653
0.512823, 0.513334
0.5133336186408997,0.5128227472305298
0.685959, 0.678046
0.6780455708503723,0.6859585642814636
0.825354, 0.779473
0.7794725894927979,0.8253538012504578
0.637268, 0.606495
0.6064953207969666,0.6372676491737366
0.814808, 0.796140
0.7961403727531433,0.814808189868927
0.294685, 0.280591
0.28059113025665283,0.2946847975254059
1.273128, 1.170404
1.1704035997390747,1.2731283903121948
0.461581, 0.356818
0.3568178415298462,0.4615812599658966
1.155925, 1.168083
1.1680833101272583,1.1559245586395264
1.143750, 1.110331
1.1103309392929077,1.1437504291534424
0.805616, 0.837642
0.837641716003418,0.8056155443191528
0.790022, 0.782737
0.7827367782592773,0.7900222539901733
0.668289, 0.684185
0.6841851472854614,0.6682888269424438
1.174470, 1.195002
1.1950021982192993,1.17447030544281
0.278469, 0.215181
0.21518072485923767,0.278469443321228
0.880592, 0.857893
0.8578925132751465,0.8805924654006958
1.269945, 1.328462
1.328461766242981,1.269944667816162
0.829770, 0.893328
0.893327534198761,0.8297704458236694
0.293406, 0.257597
0.2575974464416504,0.2934064567089081
0.387628, 0.443005
0.4430054724216461,0.3876280188560486
1.260173, 1.203356
1.2033556699752808,1.2601732015609741
1.077140, 1.049387
1.0493873357772827,1.0771397352218628
0.655156, 0.616322
0.6163219213485718,0.6551557779312134
0.974367, 0.954881
0.9548814296722412,0.9743665456771851
0.402897, 0.311459
0.3114587664604187,0.4028966426849365
1.379172, 1.338251
1.338250756263733,1.3791718482971191
0.623906, 0.608523
0.6085230112075806,0.6239062547683716
0.892525, 0.848564
0.8485641479492188,0.892524778842926
0.257947, 0.205912
0.20591238141059875,0.2579469382762909
1.198020, 1.171696
1.1716957092285156,1.1980196237564087
1.194479, 1.111804
1.111803650856018,1.194478988647461
0.862885, 0.788097
0.7880972027778625,0.8628847002983093
0.837905, 0.774694
0.7746944427490234,0.8379049897193909
0.543418, 0.500900
0.5008999705314636,0.5434184670448303
0.340650, 0.356045
0.35604456067085266,0.3406499922275543
0.833370, 0.792498
0.7924983501434326,0.8333701491355896
0.837444, 0.858248
0.8582481145858765,0.837444007396698
0.589781, 0.584768
0.5847679972648621,0.589780867099762
0.272623, 0.179076
0.1790761947631836,0.27262330055236816
0.148719, 0.219847
0.21984687447547913,0.1487194150686264
1.284113, 1.061549
1.0615490674972534,1.2841131687164307
0.886345, 0.956103
0.9561028480529785,0.886345386505127
0.545079, 0.587275
0.5872750282287598,0.5450788140296936
0.501844, 0.515223
0.5152226090431213,0.5018444061279297
0.256896, 0.261747
0.2617470622062683,0.25689640641212463
-0.051454, -0.022181
-0.022180981934070587,-0.051453620195388794
0.592088, 0.563814
0.5638135075569153,0.5920884609222412
0.425523, 0.480247
0.48024696111679077,0.4255226254463196
0.474494, 0.467937
0.467937171459198,0.47449395060539246
1.398566, 1.352752
1.3527517318725586,1.3985657691955566
0.016105, 0.027804
0.027803801000118256,0.01610483229160309
0.662791, 0.651810
0.6518099308013916,0.6627905368804932
1.131839, 1.159597
1.1595968008041382,1.131839394569397
0.957744, 0.918891
0.9188909530639648,0.957744300365448
0.385163, 0.382595
0.3825947642326355,0.38516294956207275
1.073009, 1.064001
1.064001202583313,1.0730085372924805
0.751289, 0.759060
0.7590602040290833,0.751288652420044
0.247807, 0.269538
0.2695377767086029,0.24780747294425964
0.911717, 0.925608
0.9256080389022827,0.9117166996002197
1.238618, 1.304372
1.3043724298477173,1.2386176586151123
0.230648, 0.223229
0.22322911024093628,0.2306484580039978
1.098668, 1.032245
1.0322445631027222,1.0986683368682861
0.689869, 0.678127
0.6781269311904907,0.6898694038391113
0.827709, 0.842182
0.8421822190284729,0.8277093172073364
0.090745, 0.194525
0.19452455639839172,0.0907449796795845
0.765005, 0.801973
0.8019726872444153,0.765005350112915
0.237689, 0.247887
0.24788743257522583,0.23768945038318634
0.510563, 0.448423
0.44842347502708435,0.5105633735656738
0.468317, 0.493039
0.4930393099784851,0.46831679344177246
0.826650, 0.847704
0.8477041721343994,0.8266499042510986
0.475461, 0.441747
0.4417465031147003,0.47546136379241943
1.628720, 1.478219
