target,prediction
1.232170, 1.222463
1.2224633693695068,1.2321698665618896
0.403050, 0.457874
0.4578735828399658,0.4030497670173645
1.051922, 1.080428
1.0804284811019897,1.05192232131958
1.669362, 1.733152
1.733152151107788,1.6693620681762695
0.416809, 0.316669
0.31666916608810425,0.41680940985679626
1.948127, 1.972189
1.9721890687942505,1.948127269744873
0.758942, 0.836725
0.8367252945899963,0.7589415311813354
1.559930, 1.559553
1.5595532655715942,1.5599297285079956
0.721215, 0.680129
0.6801291108131409,0.721214771270752
1.352915, 1.334317
1.334316611289978,1.3529150485992432
1.807938, 1.847768
1.8477681875228882,1.8079376220703125
0.640104, 0.624865
0.6248647570610046,0.6401042342185974
0.239805, 0.245568
0.2455681413412094,0.23980478942394257
1.560847, 1.602353
1.6023533344268799,1.5608465671539307
0.886698, 0.899073
0.8990731835365295,0.8866980075836182
1.551936, 1.593057
1.593056559562683,1.5519355535507202
0.771861, 0.728552
0.7285520434379578,0.7718611359596252
1.116815, 1.082471
1.0824710130691528,1.1168153285980225
0.354712, 0.381801
0.3818010687828064,0.3547120690345764
1.649189, 1.734109
1.7341094017028809,1.6491886377334595
1.128538, 1.223973
1.2239727973937988,1.128537893295288
0.385163, 0.367484
0.36748355627059937,0.38516294956207275
0.597173, 0.612535
0.6125351786613464,0.5971733927726746
1.091351, 1.070138
1.0701377391815186,1.091350793838501
0.857579, 0.807830
0.8078297972679138,0.8575794100761414
0.373992, 0.407702
0.4077022075653076,0.3739915192127228
-0.217084, -0.224782
-0.2247820943593979,-0.21708448231220245
1.427724, 1.494677
1.494676947593689,1.4277244806289673
0.934526, 0.969624
0.9696243405342102,0.9345258474349976
0.809811, 0.761173
0.7611733078956604,0.8098114728927612
0.773008, 0.852557
0.8525574803352356,0.7730084657669067
0.994794, 0.981293
0.9812934994697571,0.9947936534881592
0.663989, 0.677112
0.677111804485321,0.6639891266822815
0.654109, 0.645430
0.6454295516014099,0.6541094183921814
0.650570, 0.609353
0.6093528270721436,0.6505703926086426
0.249793, 0.361025
0.3610251545906067,0.2497933804988861
1.124403, 1.072223
1.0722230672836304,1.1244025230407715
0.863296, 0.893614
0.893613874912262,0.8632956147193909
0.573839, 0.658594
0.6585941910743713,0.5738390684127808
0.506896, 0.548901
0.5489006638526917,0.5068961381912231
0.343797, 0.303011
0.30301111936569214,0.34379690885543823
0.249797, 0.201128
0.20112784206867218,0.24979686737060547
0.202609, 0.170151
0.17015059292316437,0.20260858535766602
1.536849, 1.567928
1.5679278373718262,1.536849021911621
0.277925, 0.323297
0.323297381401062,0.27792468667030334
1.052856, 1.078310
1.078310251235962,1.0528556108474731
0.776845, 0.766332
0.7663319706916809,0.7768454551696777
0.212592, 0.290363
0.2903631925582886,0.21259211003780365
1.173513, 1.092784
1.092783808708191,1.1735129356384277
1.314620, 1.282030
1.2820302248001099,1.3146198987960815
0.213231, 0.290897
0.29089653491973877,0.21323123574256897
0.615543, 0.612692
0.6126920580863953,0.6155433058738708
0.412800, 0.479147
0.4791470170021057,0.4127998650074005
1.428186, 1.512632
1.5126322507858276,1.4281861782073975
1.025258, 0.979672
0.9796715378761292,1.025258183479309
0.317040, 0.415760
0.4157600402832031,0.31703951954841614
0.378042, 0.391379
0.3913787603378296,0.3780423402786255
0.265552, 0.412979
0.41297948360443115,0.265551894903183
1.235719, 1.187693
1.187692642211914,1.235718846321106
0.159233, 0.151949
0.15194876492023468,0.15923255681991577
1.897727, 2.029322
2.029322385787964,1.8977265357971191
0.973594, 0.979572
0.9795723557472229,0.9735937118530273
0.340673, 0.332060
0.33206015825271606,0.3406732976436615
1.099787, 1.057990
1.0579901933670044,1.0997872352600098
1.679166, 1.649682
1.6496819257736206,1.6791656017303467
0.261584, 0.310240
0.3102402091026306,0.2615835666656494
0.183619, 0.232908
0.2329084724187851,0.1836186647415161
1.207045, 1.134869
1.134868860244751,1.2070446014404297
0.815208, 0.848748
0.8487475514411926,0.8152084350585938
1.980458, 1.975505
1.9755045175552368,1.980458378791809
-0.004509, 0.066742
0.06674180924892426,-0.00450938381254673
0.420719, 0.555372
0.555371880531311,0.4207194149494171
1.389591, 1.520736
1.5207364559173584,1.3895907402038574
0.733128, 0.743808
0.7438080906867981,0.7331280708312988
1.977216, 1.907234
1.9072344303131104,1.9772160053253174
0.564477, 0.548276
0.5482755899429321,0.5644774436950684
1.760218, 1.746707
1.7467073202133179,1.760217547416687
1.160938, 1.129996
1.129996418952942,1.160937786102295
1.250504, 1.184931
1.1849308013916016,1.2505041360855103
1.000657, 0.997231
0.9972309470176697,1.0006568431854248
0.981158, 0.984096
0.9840955138206482,0.9811581373214722
1.057378, 1.115311
1.1153113842010498,1.057377576828003
0.905387, 0.883288
0.8832877278327942,0.905386745929718
0.846808, 0.837869
0.8378692269325256,0.8468078970909119
0.117017, 0.137946
0.13794611394405365,0.11701664328575134
0.418670, 0.498227
0.4982272982597351,0.41867026686668396
1.168859, 1.179754
1.1797538995742798,1.168858528137207
-0.093565, -0.040829
-0.040828779339790344,-0.09356462955474854
0.501844, 0.555898
0.5558983087539673,0.5018444061279297
0.249655, 0.313258
0.3132582902908325,0.24965503811836243
0.961563, 0.945273
0.9452731609344482,0.961563229560852
-0.023189, 0.138370
0.13837039470672607,-0.02318907156586647
0.755729, 0.900556
0.9005558490753174,0.7557289600372314
0.802335, 0.714258
0.7142577767372131,0.8023354411125183
0.290798, 0.366249
0.366249144077301,0.2907978594303131
0.923856, 0.921487
0.9214868545532227,0.9238560199737549
