target,prediction
0.325023, 0.349085
0.3490848243236542,0.32502344250679016
-2.117393, -2.006347
-2.006347179412842,-2.1173930168151855
-2.109407, -2.101077
-2.101077079772949,-2.1094069480895996
0.395118, 0.372522
0.3725224733352661,0.39511823654174805
-1.940097, -1.629466
-1.62946617603302,-1.9400967359542847
-1.224455, -1.196455
-1.196454644203186,-1.2244548797607422
-1.895830, -1.931662
-1.9316622018814087,-1.8958300352096558
-2.229909, -2.063717
-2.0637173652648926,-2.2299094200134277
1.243661, 1.193953
1.1939531564712524,1.2436611652374268
0.579041, 0.453339
0.4533390700817108,0.5790405869483948
-0.769755, -0.646639
-0.6466389894485474,-0.7697554230690002
-1.700885, -1.730837
-1.7308369874954224,-1.7008851766586304
-0.495548, -0.774065
-0.7740654349327087,-0.4955480992794037
-1.991408, -2.016805
-2.0168049335479736,-1.9914079904556274
0.531884, 0.391503
0.39150312542915344,0.531883955001831
-0.855549, -0.751725
-0.7517248392105103,-0.8555490374565125
-1.551308, -1.634788
-1.6347875595092773,-1.5513075590133667
-0.093565, 0.093256
0.09325551986694336,-0.09356462955474854
0.311160, 0.301700
0.30169978737831116,0.31116020679473877
-0.681926, -0.526953
-0.5269527435302734,-0.6819263696670532
-2.130500, -2.095714
-2.0957140922546387,-2.130500078201294
-2.208676, -1.991599
-1.9915987253189087,-2.2086760997772217
-0.473002, -0.594484
-0.5944844484329224,-0.4730023443698883
-1.030318, -1.008952
-1.0089519023895264,-1.030317783355713
-1.447563, -1.395259
-1.3952592611312866,-1.44756281375885
-0.940027, -0.975098
-0.9750975370407104,-0.9400269985198975
0.487701, 0.368497
0.368497371673584,0.4877009689807892
-0.261320, -0.714422
-0.7144219875335693,-0.2613199055194855
-1.297180, -1.251350
-1.2513502836227417,-1.297179937362671
-1.534136, -1.471579
-1.4715791940689087,-1.5341355800628662
-2.216870, -2.195006
-2.1950063705444336,-2.216870069503784
1.417241, 1.467346
1.4673458337783813,1.417241096496582
-1.492275, -1.552399
-1.5523985624313354,-1.4922749996185303
0.561197, 0.476781
0.4767805337905884,0.5611974596977234
-2.114090, -2.103970
-2.1039698123931885,-2.1140899658203125
0.722007, 0.739538
0.7395381927490234,0.7220073342323303
1.077140, 1.036790
1.036790132522583,1.0771397352218628
-0.786517, -0.753294
-0.7532939910888672,-0.7865169048309326
-1.946740, -2.002820
-2.0028200149536133,-1.9467400312423706
-1.633781, -1.817900
-1.8179000616073608,-1.6337813138961792
0.420719, 0.577782
0.5777824521064758,0.4207194149494171
-1.688805, -1.750785
-1.7507845163345337,-1.6888048648834229
-1.248484, -1.270832
-1.27083158493042,-1.2484835386276245
-1.267363, -1.184203
-1.184203028678894,-1.26736319065094
1.168859, 1.217956
1.2179559469223022,1.168858528137207
-1.312868, -1.397944
-1.3979440927505493,-1.3128677606582642
1.108861, 1.109028
1.1090284585952759,1.1088608503341675
-1.449500, -1.601732
-1.6017320156097412,-1.4494999647140503
0.938732, 0.963388
0.9633876085281372,0.9387323260307312
0.505359, 0.494851
0.49485111236572266,0.5053591728210449
0.649588, 0.578970
0.5789695978164673,0.6495875716209412
-1.222437, -1.389345
-1.3893446922302246,-1.2224373817443848
-1.877777, -1.959190
-1.9591896533966064,-1.8777772188186646
0.755703, 0.784457
0.7844574451446533,0.7557034492492676
-0.210160, -0.186961
-0.1869613528251648,-0.21015988290309906
-0.996637, -1.293164
-1.2931644916534424,-0.9966372847557068
0.543287, 0.541399
0.5413987636566162,0.5432870388031006
0.253747, 0.194532
0.19453182816505432,0.25374746322631836
-0.890307, -0.848031
-0.8480305671691895,-0.8903065323829651
-0.707989, -0.738541
-0.7385408878326416,-0.7079893946647644
1.054900, 1.077468
1.0774680376052856,1.05489981174469
-1.808897, -1.794227
-1.7942272424697876,-1.8088972568511963
-2.150460, -2.126725
-2.1267247200012207,-2.1504600048065186
-1.400793, -1.383229
-1.3832287788391113,-1.4007927179336548
