target,prediction
1.210238, 1.157885
1.1578853130340576,1.2102383375167847
0.371094, 0.383862
0.3838622570037842,0.3710938096046448
0.928551, 0.965824
0.9658244252204895,0.9285507202148438
0.661010, 0.675738
0.6757381558418274,0.6610097885131836
0.814092, 0.802254
0.8022540807723999,0.8140920996665955
0.387628, 0.438796
0.4387959837913513,0.3876280188560486
0.989714, 0.941914
0.9419136047363281,0.9897139072418213
0.522192, 0.483488
0.48348814249038696,0.5221920013427734
0.295491, 0.291215
0.2912152409553528,0.2954913377761841
0.304549, 0.259841
0.25984126329421997,0.3045490086078644
0.875863, 0.883783
0.883782684803009,0.8758631348609924
1.254923, 1.280072
1.2800723314285278,1.2549233436584473
1.273128, 1.190885
1.190885066986084,1.2731283903121948
0.388542, 0.448222
0.4482223093509674,0.38854217529296875
1.291065, 1.268028
1.268027901649475,1.2910653352737427
0.666476, 0.716740
0.7167401909828186,0.6664763689041138
0.140448, 0.151974
0.15197350084781647,0.14044848084449768
0.768037, 0.722086
0.7220861911773682,0.7680374383926392
0.881441, 0.830963
0.8309630751609802,0.8814414739608765
1.124367, 1.129917
1.1299171447753906,1.1243665218353271
0.051323, 0.536503
0.5365025401115417,0.051322512328624725
1.042891, 1.043943
1.0439434051513672,1.0428913831710815
0.263519, 0.396221
0.3962205946445465,0.26351866126060486
0.925700, 0.852830
0.8528301119804382,0.9256997108459473
1.134157, 1.153296
1.1532955169677734,1.134156584739685
0.400430, 0.360258
0.3602575361728668,0.40042951703071594
0.302537, 0.306200
0.30619990825653076,0.3025369644165039
0.531884, 0.398387
0.39838725328445435,0.531883955001831
0.505172, 0.562563
0.5625630617141724,0.5051723122596741
0.855762, 0.805248
0.8052482604980469,0.8557615876197815
0.801776, 0.761823
0.7618226408958435,0.8017756938934326
0.649351, 0.623918
0.6239176392555237,0.6493512392044067
0.366882, 0.373398
0.3733980655670166,0.3668820858001709
1.179308, 1.210841
1.210841178894043,1.1793081760406494
0.771392, 0.728470
0.7284696698188782,0.7713921666145325
1.214929, 1.176907
1.1769074201583862,1.2149293422698975
0.753029, 0.699391
0.699390709400177,0.7530294060707092
0.318556, 0.288712
0.2887119948863983,0.3185562491416931
0.286003, 0.342611
0.3426114022731781,0.28600290417671204
0.288772, 0.295385
0.29538488388061523,0.2887723743915558
0.296049, 0.326884
0.3268844783306122,0.2960492670536041
0.441851, 0.458957
0.4589572250843048,0.4418514668941498
0.700841, 0.762433
0.7624327540397644,0.7008411288261414
0.181868, 0.114572
0.11457188427448273,0.18186773359775543
1.238491, 1.203353
1.2033531665802002,1.2384910583496094
0.543141, 0.489566
0.48956578969955444,0.5431414246559143
0.685373, 0.643479
0.64347904920578,0.6853728294372559
0.439738, 0.479014
0.4790138006210327,0.4397376775741577
0.678454, 0.652302
0.6523017287254333,0.6784535050392151
0.884642, 0.827716
0.8277162313461304,0.884641706943512
0.662396, 0.697295
0.6972945332527161,0.6623960733413696
0.464413, 0.514858
0.5148582458496094,0.46441319584846497
0.512027, 0.457747
0.4577471613883972,0.5120270252227783
0.563483, 0.463701
0.463700532913208,0.5634829998016357
0.516296, 0.546103
0.5461025834083557,0.5162959694862366
1.089498, 1.052152
1.052152395248413,1.0894984006881714
0.460515, 0.459576
0.45957592129707336,0.460514634847641
1.211295, 1.180310
1.180309772491455,1.211295247077942
0.852200, 0.800180
0.800180196762085,0.8521996140480042
0.293589, 0.354425
0.35442501306533813,0.2935887277126312
0.532700, 0.462363
0.4623625874519348,0.5327000021934509
0.995114, 1.008896
1.008895754814148,0.9951135516166687
0.446807, 0.492251
0.49225085973739624,0.4468073844909668
0.879710, 0.859218
0.8592179417610168,0.8797098994255066
